Location,Address,Resolved Address,Wind Direction,Latitude,Cloud Cover,Minimum Temperature,Date time,Precipitation,Dew Point,Relative Humidity,id,Precipitation Cover,Longitude,Info,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Snow Depth,Sea Level Pressure,Name,Wind Gust,Wind Chill
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,90,38.9,12/01/2018 16:00:00,,17.4,41.27,,,,,38.9,38.9,10,12.6,,Light Snow,,1004,,,31.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",186,,90,35.6,12/01/2018 17:00:00,,17.6,47.52,,,,,35.6,35.6,10,12,,,,1005.8,,,27.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",35,,90,33.8,12/01/2018 18:00:00,,18.7,53.5,,,,,33.8,33.8,10,9.7,,,,1006.8,,,26.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",200,,82.3,33.4,12/01/2018 19:00:00,,11.3,39.36,,,,,33.4,33.4,22.3,7.9,,,,1007,,,26.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",55,,90,27.9,12/01/2018 20:00:00,,17.4,64.24,,,,,27.9,27.9,10,4,,,,1008.3,,,23.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,50,27.5,12/01/2018 21:00:00,,15.5,60.27,,,,,27.5,27.5,10,4.6,,,,1008.2,,,22.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,40.1,24.6,12/01/2018 22:00:00,,13.9,63.45,,,,,24.6,24.6,10,,,,,1008.2,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",115,,50,25.2,12/01/2018 23:00:00,,13.5,60.6,,,,,25.2,25.2,10,4,,,,1008.8,,,20.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",135,,50,24.9,12/02/2018 00:00:00,,13.3,60.8,,,,,24.9,24.9,10,5.8,,,,1008.4,,,17.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",155,,40.1,22,12/02/2018 01:00:00,,12.6,66.75,,,,,22,22,10,4,,,,1008.9,,,16.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,40.1,20,12/02/2018 02:00:00,,12.4,71.76,,,,,20,20,10,5.3,,,,1009.4,,,12.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",180,,30,17.3,12/02/2018 03:00:00,,11.5,77.43,,,,,17.3,17.3,10,6.9,,,,1009.8,,,7.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",160,,30,17,12/02/2018 04:00:00,,10.4,74.97,,,,,17,17,10,6.9,,,,1010,,,7.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",150,,30,17,12/02/2018 05:00:00,,10,73.44,,,,,17,17,10,5.2,,,,1010.7,,,9.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",130,,30,16.5,12/02/2018 06:00:00,,10.2,75.84,,,,,16.5,16.5,10,5.2,,,,1011.8,,,8.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",140,,30,18.2,12/02/2018 07:00:00,,11.4,74.25,,,,,18.2,18.2,22.3,3.1,,,,1012.8,,,13.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",150,,30,21.8,12/02/2018 08:00:00,,13.3,69.21,,,,,21.8,21.8,10,6.4,,,,1012.8,,,13.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",95,,30,27.3,12/02/2018 09:00:00,,16.5,63.38,,,,,27.3,27.3,10,3.4,,,,1012.9,,,23.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",75,,30,29.9,12/02/2018 10:00:00,,16.4,56.73,,,,,29.9,29.9,10,8.1,,,,1013.8,,,22.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",20,,40.1,31.7,12/02/2018 11:00:00,,16.7,53.38,,,,,31.7,31.7,10,8.1,,,,1013.2,,,24.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,60.2,32,12/02/2018 12:00:00,,17.4,54.48,,,,,32,32,10,8.1,,,,1012.6,,,24.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,70.2,33.4,12/02/2018 13:00:00,,17,50.61,,,,,33.4,33.4,10,5.8,,,,1012.6,,,28
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",60,,70.2,32.1,12/02/2018 14:00:00,,15.8,50.59,,,,,32.1,32.1,10,6.4,,,,1012.8,,,26
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,90,32.3,12/02/2018 15:00:00,,16.1,50.83,,,,,32.3,32.3,10,8.6,,,,1013.9,,,24.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",45,,90,29.7,12/02/2018 16:00:00,,16,56.28,,,,,29.7,29.7,10,7.5,,,,1015,,,22.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,95,28.4,12/02/2018 17:00:00,,16.3,59.94,,,,,28.4,28.4,10,2.9,,,,1016.2,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",85,,95,27.4,12/02/2018 18:00:00,,16.7,63.67,,,,,27.4,27.4,10,4,,,,1017.2,,,22.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",100,,100,25.7,12/02/2018 19:00:00,,18.2,72.99,,,,,25.7,25.7,10,6.4,,,,1018.5,,,18.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",95,,100,26.6,12/02/2018 20:00:00,,20.8,78.32,,,,,26.6,26.6,10,6.9,,,,1018.1,,,19
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",96,,98.1,27.5,12/02/2018 21:00:00,,21.1,76.55,,,,,27.5,27.5,10,4.9,,Light Snow,,1018.2,,,21.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",81,,36.5,27.3,12/02/2018 22:00:00,,21.2,77.22,,,,,27.3,27.3,6.1,5.3,,Light Snow,,1018.3,,,21.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",110,,100,24.6,12/02/2018 23:00:00,,21.6,88,,,,,24.6,24.6,9,7.5,,Light Snow,,1019,,,16.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",105,,100,24.1,12/03/2018 00:00:00,,21.7,90.34,,,,,24.1,24.1,9,6.4,,Light Snow,,1019.4,,,16.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",80,,100,24.6,12/03/2018 01:00:00,,20.8,85.01,,,,,24.6,24.6,9.5,1.7,,Light Snow,,1019.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,100,24.6,12/03/2018 02:00:00,,21.4,87.33,,,,,24.6,24.6,9.5,,,Light Snow,,1020.1,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,100,24.2,12/03/2018 03:00:00,,21.7,89.97,,,,,24.2,24.2,9.5,,,Light Snow,,1020.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,100,24.2,12/03/2018 04:00:00,,21.4,88.97,,,,,24.2,24.2,9.5,1.7,,Light Snow,,1020.7,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",35,,100,23,12/03/2018 05:00:00,,20.3,89.28,,,,,23,23,9.5,5.3,,Light Snow,,1021.6,,,16.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",110,,95,21.8,12/03/2018 06:00:00,,19.8,91.65,,,,,21.8,21.8,9.5,2.4,,Light Snow,,1022.6,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",120,,96.2,23.3,12/03/2018 07:00:00,,20.1,87.44,,,,,23.3,23.3,11.2,2.2,,,,1023.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",130,,90,24.3,12/03/2018 08:00:00,,20.9,86.67,,,,,24.3,24.3,10,2.9,,,,1023.1,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",150,,90,27.1,12/03/2018 09:00:00,,19.8,73.66,,,,,27.1,27.1,10,4,,,,1023.5,,,22.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,90,27.3,12/03/2018 10:00:00,,19.4,71.72,,,,,27.3,27.3,10,,,,,1023.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,90,29.9,12/03/2018 11:00:00,,18.5,62.03,,,,,29.9,29.9,10,,,,,1022.6,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,90,31.1,12/03/2018 12:00:00,,17.4,56.45,,,,,31.1,31.1,10,1.7,,,,1021.5,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",340,,90,31.9,12/03/2018 13:00:00,,17.2,54.01,,,,,31.9,31.9,10,4,,,,1020.9,,,27.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,95,32.5,12/03/2018 14:00:00,,16.4,51.06,,,,,32.5,32.5,10,,,,,1020.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",80,,90,32.5,12/03/2018 15:00:00,,16.7,51.66,,,,,32.5,32.5,10,5.8,,,,1020.5,,,27
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",70,,90,30.4,12/03/2018 16:00:00,,17.9,59.33,,,,,30.4,30.4,10,2.9,,,,1021.2,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",234,,90,28.1,12/03/2018 17:00:00,,21.3,75.36,,,,,28.1,28.1,12.7,6.3,,Light Snow,,1022.2,,,21.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",149,,95,27.1,12/03/2018 18:00:00,,21.5,79.48,,,,,27.1,27.1,9.5,5.8,,Light Snow,,1023.2,,,20.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",174,,90,26.4,12/03/2018 19:00:00,,20.7,78.84,,,,,26.4,26.4,9.5,4.7,,Light Snow,,1023.8,,,20.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",250,,95,26.4,12/03/2018 20:00:00,,21.8,82.53,,,,,26.4,26.4,9.5,5.1,,Light Snow,,1023.6,,,20.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",149,,95,25.1,12/03/2018 21:00:00,,21.8,87.35,,,,,25.1,25.1,5.5,5.3,,"Mist, Light Snow",,1023.8,,,18.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",164,,57.7,23.7,12/03/2018 22:00:00,,22,93,,,,,23.7,23.7,9.8,2,,Light Snow,,1024.4,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,69.8,19.8,12/03/2018 23:00:00,,18.9,96.26,,,,,19.8,19.8,7,,,,,1024.9,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",255,,95,20.6,12/04/2018 00:00:00,,19.4,94.8,,,,,20.6,20.6,10,3.4,,,,1024.9,,,15.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",205,,40.1,18.9,12/04/2018 01:00:00,,17.2,92.95,,,,,18.9,18.9,9,3.4,,,,1024.6,,,13.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",215,,25.2,18.8,12/04/2018 02:00:00,,18.3,98.1,,,,,18.8,18.8,8,4.6,,Mist,,1024.5,,,12
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",220,,,15.6,12/04/2018 03:00:00,,13,89.28,,,,,15.6,15.6,10,5.8,,,,1025.3,,,6.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",230,,,15.8,12/04/2018 04:00:00,,12.7,87.2,,,,,15.8,15.8,10,8.1,,,,1025.8,,,5.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",255,,15.1,17.2,12/04/2018 05:00:00,,9.1,70.01,,,,,17.2,17.2,10,8.6,,,,1025.9,,,6.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",215,,15.1,17.1,12/04/2018 06:00:00,,6.4,62.02,,,,,17.1,17.1,10,4,,,,1026.3,,,10.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",225,,15.1,19.4,12/04/2018 07:00:00,,3.4,49.13,,,,,19.4,19.4,10,5.8,,,,1026.5,,,11.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",230,,15.1,19.8,12/04/2018 08:00:00,,7.4,57.98,,,,,19.8,19.8,10,6.9,,,,1027,,,10.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",255,,15.1,26.2,12/04/2018 09:00:00,,5.5,40.68,,,,,26.2,26.2,10,5.8,,,,1026.5,,,19.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",290,,30,29.7,12/04/2018 10:00:00,,3.9,32.71,,,,,29.7,29.7,10,8.1,,,,1026.8,,,22
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",295,,30,31.3,12/04/2018 11:00:00,,0.3,26.01,,,,,31.3,31.3,10,8.6,,,,1025.7,,,23.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",275,,30,34.5,12/04/2018 12:00:00,,-2.1,20.37,,,,,34.5,34.5,10,13.7,,,,1024.6,,,25.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",310,,30,35.8,12/04/2018 13:00:00,,-3.4,18.17,,,,,35.8,35.8,10,16.7,,,,1023.7,,35.6,25.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",320,,14.9,36.3,12/04/2018 14:00:00,,-3.9,17.4,,,,,36.3,36.3,10,11.5,,,,1023.4,,31.1,28.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",282,,24.2,37,12/04/2018 15:00:00,,-4.1,16.75,,,,,37,37,34.6,14.6,,,,1023.7,,,28.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",280,,11.5,36.7,12/04/2018 16:00:00,,-5.4,15.99,,,,,36.7,36.7,34.6,9.9,,,,1023.6,,,29.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,11.5,31.4,12/04/2018 17:00:00,,-5.3,19.8,,,,,31.4,31.4,34.6,12.6,,,,1024.5,,,21.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",253,,5.8,29,12/04/2018 18:00:00,,-5.8,21.31,,,,,29,29,34.6,3.9,,,,1025,,,24.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",195,,,27.2,12/04/2018 19:00:00,,-4,25.05,,,,,27.2,27.2,34.6,3.3,,,,1025.2,,,23.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,5.8,26,12/04/2018 20:00:00,,-3.5,26.92,,,,,26,26,34.6,3.5,,,,1025.7,,,21.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",205,,5.8,25.6,12/04/2018 21:00:00,,-6,24.27,,,,,25.6,25.6,22.3,6.2,,,,1024.5,,,18.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",195,,11.5,27.4,12/04/2018 22:00:00,,-7.1,21.42,,,,,27.4,27.4,22.3,6,,,,1023.6,,,20.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",175,,,22.1,12/04/2018 23:00:00,,-5.2,29.32,,,,,22.1,22.1,10,8.6,,,,1023.1,,,12.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",170,,,19.8,12/05/2018 00:00:00,,-3,35.71,,,,,19.8,19.8,10,9.2,,,,1022.8,,,9.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",195,,,20.3,12/05/2018 01:00:00,,-6,30.41,,,,,20.3,20.3,10,7,,,,1021.4,,,11.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",120,,,20,12/05/2018 02:00:00,,-6.4,30.05,,,,,20,20,10,3.4,,,,1021,,,15.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",104,,15.1,17.4,12/05/2018 03:00:00,,-4.9,36.2,,,,,17.4,17.4,10,5.1,,,,1021.1,,,9.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,45.3,20,12/05/2018 04:00:00,,-4.4,33.2,,,,,20,20,10,6.4,,,,1020.5,,,11.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",250,,45.3,22.6,12/05/2018 05:00:00,,-5.8,27.84,,,,,22.6,22.6,10,1.7,,,,1020.5,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",200,,70.2,21.7,12/05/2018 06:00:00,,-3.9,31.69,,,,,21.7,21.7,10,2.4,,,,1021.1,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,90,22.5,12/05/2018 07:00:00,,-3.7,30.99,,,,,22.5,22.5,10,7.5,,,,1021.1,,,13.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",160,,90,24.8,12/05/2018 08:00:00,,-3,28.97,,,,,24.8,24.8,10,5.8,,,,1020.4,,,17.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",160,,90,33.6,12/05/2018 09:00:00,,0.5,23.92,,,,,33.6,33.6,10,6.4,,,,1019.2,,,27.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",195,,90,39.6,12/05/2018 10:00:00,,2,20.17,,,,,39.6,39.6,10,6.9,,,,1017.3,,,34.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",164,,90,43.2,12/05/2018 11:00:00,,4.2,19.46,,,,,43.2,43.2,22.3,6.7,,,,1015.7,,,39.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",,,90,46.8,12/05/2018 12:00:00,,11.8,23.92,,,,,46.8,46.8,10,2.3,,,,1014.6,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",75,,90,48.1,12/05/2018 13:00:00,,11.5,22.46,,,,,48.1,48.1,10,5.3,,,,1013.5,,,45.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",56,,90,49.8,12/05/2018 14:00:00,,10,19.74,,,,,49.8,49.8,22.3,10.3,,,,1013,,,45.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",55,,90,44.8,12/05/2018 15:00:00,,11,24.97,,,,,44.8,44.8,10,10.3,,,,1014.4,,,39.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",45,,90,40.3,12/05/2018 16:00:00,,4.9,22.48,,,,,40.3,40.3,22.3,11.5,,,,1016.4,,,33.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",95,,90,32.7,12/05/2018 17:00:00,,4.1,29.23,,,,,32.7,32.7,10,6.4,,,,1018.5,,,26.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",348,,82.4,31,12/05/2018 18:00:00,,1.8,28.16,,,,,31,31,34.6,6.9,,,,1020.4,,,24.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",194,,40.1,24.8,12/05/2018 19:00:00,,1.2,35.39,,,,,24.8,24.8,10,8.6,,,,1021.5,,,15.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",35,,40.1,22.1,12/05/2018 20:00:00,,16.2,77.67,,,,,22.1,22.1,10,8.1,,,,1022.6,,,12.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",252,,46.2,24.1,12/05/2018 21:00:00,,20.1,84.43,,,,,24.1,24.1,10,6.5,,,,1022.1,,,16.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",110,,15.4,23.3,12/05/2018 22:00:00,,19.3,84.26,,,,,23.3,23.3,10,4.4,,,,1022.4,,,17.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,75.2,21.1,12/05/2018 23:00:00,,20,95.54,,,,,21.1,21.1,10,2.3,,,,1021.9,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,70.2,20.5,12/06/2018 00:00:00,,20,98.12,,,,,20.5,20.5,10,4,,,,1021.7,,,14.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",70,,95,20.3,12/06/2018 01:00:00,,16.5,85.03,,,,,20.3,20.3,10,6.3,,,,1021.8,,,12
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",45,,100,19.8,12/06/2018 02:00:00,,15.3,82.39,,,,,19.8,19.8,10,6.4,,,,1022.4,,,11.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,100,18.7,12/06/2018 03:00:00,,15.5,86.99,,,,,18.7,18.7,10,7.5,,,,1024.1,,,9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",60,,100,18.1,12/06/2018 04:00:00,,16,91.5,,,,,18.1,18.1,10,5.8,,,,1024.8,,,9.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",85,,100,18.1,12/06/2018 05:00:00,,15.9,91.14,,,,,18.1,18.1,9.5,5.8,,Light Snow,,1025.6,,,9.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",93,,100,20,12/06/2018 06:00:00,,18.1,92.33,,,,,20,20,9.8,6.7,,Light Snow,,1026.3,,,11.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",110,,100,19.6,12/06/2018 07:00:00,,17.7,92.04,,,,,19.6,19.6,9,6.7,,Light Snow,,1027.5,,,10.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",107,,100,18.9,12/06/2018 08:00:00,,17.8,95.51,,,,,18.9,18.9,5.1,6.9,,Light Snow,,1028,,,9.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",145,,100,19.6,12/06/2018 09:00:00,,14.8,81.42,,,,,19.6,19.6,9.5,10.9,,Light Snow,,1027.9,,,7.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",102,,98.1,21.7,12/06/2018 10:00:00,,16.7,80.81,,,,,21.7,21.7,8.2,6.5,,Light Snow,,1027.7,,,13.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",155,,95,25.4,12/06/2018 11:00:00,,14,61.46,,,,,25.4,25.4,10,8,,,,1025.8,,,16.8
